"","seconds","diff","GameID","quarter","event"
"5833",399,16,18,4,"a rebound defensive"
"5834",398,16,18,4,"h foul"
"5835",388,16,18,4,"a turnover"
"5836",380,18,18,4,"h 2 made"
"5837",364,18,18,4,"a turnover"
"5838",353,18,18,4,"h 3 missed"
"5839",353,18,18,4,"h rebound offensive"
"5840",351,20,18,4,"h 2 made"
"5841",351,20,18,4,"a timeOut"
"5842",331,20,18,4,"a 3 missed"
"5843",331,20,18,4,"a rebound offensive"
"5844",324,20,18,4,"a 3 missed"
"5845",324,20,18,4,"h rebound defensive"
"5846",310,20,18,4,"h turnover"
"5847",302,17,18,4,"a 3 made"
"5848",285,19,18,4,"h 2 made"
"5849",266,17,18,4,"a 2 made"
"5850",239,17,18,4,"h 3 missed"
"5851",239,17,18,4,"a rebound defensive"
"5852",232,17,18,4,"a 3 missed"
"5853",232,17,18,4,"h rebound defensive"
"5854",218,17,18,4,"a foul"
"5855",205,20,18,4,"h 3 made"
"5856",182,17,18,4,"a 3 made"
"5857",160,17,18,4,"a foul"
"5858",160,17,18,4,"h free throw 1 of 2 missed"
"5859",160,17,18,4,"h free throw 2 of 2 missed"
"5860",160,17,18,4,"a rebound defensive"
"5861",148,17,18,4,"a 3 missed"
"5862",148,17,18,4,"h rebound defensive"
"5863",135,17,18,4,"a foul"
"5864",135,18,18,4,"h free throw 1 of 2 made"
"5865",135,19,18,4,"h free throw 2 of 2 made"
"5866",121,19,18,4,"a 3 missed"
"5867",121,19,18,4,"h rebound defensive"
"5868",104,19,18,4,"a foul"
"5869",104,19,18,4,"h free throw 1 of 3 missed"
"5870",104,20,18,4,"h free throw 2 of 3 made"
"5871",104,20,18,4,"h free throw 3 of 3 missed"
"5872",104,20,18,4,"a rebound defensive"
"5873",93,20,18,4,"a 3 missed"
"5874",93,20,18,4,"h rebound defensive"
"5875",86,20,18,4,"h 2 missed"
"5876",86,20,18,4,"a rebound defensive"
"5877",78,20,18,4,"h foul"
"5878",78,19,18,4,"a free throw 1 of 2 made"
"5879",78,18,18,4,"a free throw 2 of 2 made"
"5880",56,18,18,4,"h 3 missed"
"5881",56,18,18,4,"a rebound defensive"
"5882",53,18,18,4,"h foul"
"5883",40,16,18,4,"a 2 made"
"5884",29,16,18,4,"a foul"
"5885",29,17,18,4,"h free throw 1 of 2 made"
"5886",29,17,18,4,"h free throw 2 of 2 missed"
"5887",29,17,18,4,"a rebound defensive"
"5888",23,15,18,4,"a 2 made"
"5889",600,0,19,1,"h jump ball  won"
"5890",574,0,19,1,"h turnover"
"5891",565,-2,19,1,"a 2 made"
"5892",565,1,19,1,"h 3 made"
"5893",551,1,19,1,"h foul"
"5894",551,0,19,1,"a free throw 1 of 2 made"
"5895",551,-1,19,1,"a free throw 2 of 2 made"
"5896",534,-1,19,1,"h 2 missed"
"5897",534,-1,19,1,"a rebound defensive"
"5898",524,-1,19,1,"a turnover"
"5899",516,-1,19,1,"h turnover"
"5900",512,-1,19,1,"h foul"
"5901",512,-3,19,1,"a 2 made"
"5902",512,-3,19,1,"h 2 missed"
"5903",512,-3,19,1,"a rebound defensive"
"5904",512,-3,19,1,"a turnover"
"5905",512,0,19,1,"h 3 made"
"5906",512,0,19,1,"a 2 missed"
"5907",512,0,19,1,"h rebound defensive"
"5908",450,0,19,1,"h turnover"
"5909",450,0,19,1,"h turnover"
"5910",450,-2,19,1,"a 2 made"
"5911",450,1,19,1,"h 3 made"
"5912",450,-2,19,1,"a 3 made"
"5913",387,-2,19,1,"a rebound defensive"
"5914",387,-4,19,1,"a 2 made"
"5915",387,-4,19,1,"h 3 missed"
"5916",387,-4,19,1,"a rebound defensive"
"5917",386,-6,19,1,"a 2 made"
"5918",386,-6,19,1,"h timeOut"
"5919",386,-6,19,1,"h 3 missed"
"5920",386,-6,19,1,"a rebound defensive"
"5921",368,-6,19,1,"a 3 missed"
"5922",368,-6,19,1,"h rebound defensive"
"5923",360,-6,19,1,"h 3 missed"
"5924",360,-6,19,1,"a rebound defensive"
"5925",288,-6,19,1,"a turnover"
"5926",272,-6,19,1,"h 3 missed"
"5927",272,-6,19,1,"a rebound defensive"
"5928",261,-8,19,1,"a 2 made"
"5929",249,-8,19,1,"h 2 missed"
"5930",249,-8,19,1,"a rebound defensive"
"5931",238,-8,19,1,"a 2 missed"
"5932",238,-8,19,1,"h rebound defensive"
"5933",238,-8,19,1,"h 2 missed"
"5934",238,-8,19,1,"a rebound defensive"
"5935",233,-8,19,1,"a turnover"
"5936",225,-5,19,1,"h 3 made"
"5937",209,-8,19,1,"a 3 made"
"5938",190,-8,19,1,"h 3 missed"
"5939",190,-8,19,1,"a rebound defensive"
"5940",180,-10,19,1,"a 2 made"
"5941",161,-10,19,1,"h 3 missed"
"5942",161,-10,19,1,"a rebound defensive"
"5943",139,-10,19,1,"a turnover"
"5944",132,-10,19,1,"h 3 missed"
"5945",132,-10,19,1,"a rebound defensive"
"5946",123,-12,19,1,"a 2 made"
"5947",107,-12,19,1,"a foul"
"5948",107,-12,19,1,"h free throw 1 of 2 missed"
"5949",107,-12,19,1,"h free throw 2 of 2 missed"
"5950",107,-12,19,1,"a rebound defensive"
"5951",101,-14,19,1,"a 2 made"
"5952",85,-12,19,1,"h 2 made"
"5953",72,-12,19,1,"a 3 missed"
"5954",72,-12,19,1,"h rebound defensive"
"5955",58,-12,19,1,"h 3 missed"
"5956",58,-12,19,1,"a rebound defensive"
"5957",38,-14,19,1,"a 2 made"
"5958",30,-14,19,1,"a foul"
"5959",30,-14,19,1,"h free throw 1 of 2 missed"
"5960",30,-14,19,1,"h free throw 2 of 2 missed"
"5961",6,-14,19,1,"h turnover"
"5962",589,-14,19,2,"a 3 missed"
"5963",589,-14,19,2,"h rebound defensive"
"5964",569,-14,19,2,"h turnover"
"5965",548,-14,19,2,"a 2 missed"
"5966",548,-14,19,2,"h rebound defensive"
"5967",534,-14,19,2,"h 2 missed"
"5968",534,-14,19,2,"a rebound defensive"
"5969",534,-14,19,2,"h 3 missed"
"5970",534,-14,19,2,"h rebound offensive"
"5971",534,-14,19,2,"a 3 missed"
"5972",534,-14,19,2,"h rebound defensive"
"5973",534,-12,19,2,"h 2 made"
"5974",534,-12,19,2,"a 3 missed"
"5975",534,-12,19,2,"h rebound defensive"
"5976",472,-12,19,2,"a foul"
"5977",453,-9,19,2,"h 3 made"
"5978",439,-9,19,2,"h foul"
"5979",439,-9,19,2,"a 2 missed"
"5980",439,-9,19,2,"h rebound defensive"
"5981",439,-9,19,2,"h 3 missed"
"5982",439,-9,19,2,"h rebound offensive"
"5983",439,-9,19,2,"a 3 missed"
"5984",439,-9,19,2,"h rebound defensive"
"5985",432,-9,19,2,"h 3 missed"
"5986",432,-9,19,2,"a rebound defensive"
"5987",413,-9,19,2,"a 3 missed"
"5988",413,-9,19,2,"h rebound defensive"
"5989",395,-9,19,2,"h 2 missed"
"5990",395,-9,19,2,"a rebound defensive"
"5991",385,-9,19,2,"h foul"
"5992",385,-9,19,2,"a timeOut"
"5993",355,-9,19,2,"a 3 missed"
"5994",355,-9,19,2,"h rebound defensive"
"5995",355,-9,19,2,"h turnover"
"5996",355,-11,19,2,"a 2 made"
"5997",355,-9,19,2,"h 2 made"
"5998",353,-11,19,2,"a 2 made"
"5999",353,-11,19,2,"h foul"
"6000",353,-11,19,2,"a foul"
"6001",348,-12,19,2,"a free throw 1 of 1 made"
"6002",282,-12,19,2,"h 3 missed"
"6003",282,-12,19,2,"a rebound defensive"
"6004",265,-14,19,2,"a 2 made"
"6005",252,-14,19,2,"h 2 missed"
"6006",252,-14,19,2,"a rebound defensive"
"6007",222,-16,19,2,"a 2 made"
"6008",207,-13,19,2,"h 3 made"
"6009",202,-13,19,2,"a timeOut"
"6010",206,-13,19,2,"a 2 missed"
"6011",206,-13,19,2,"h rebound defensive"
"6012",204,-13,19,2,"h turnover"
"6013",185,-15,19,2,"a 2 made"
"6014",185,-15,19,2,"a foul"
"6015",185,-15,19,2,"h foul"
"6016",185,-15,19,2,"a free throw 1 of 1 missed"
"6017",185,-15,19,2,"h rebound defensive"
"6018",166,-12,19,2,"h 3 made"
"6019",153,-12,19,2,"a 2 missed"
"6020",153,-12,19,2,"a rebound offensive"
"6021",147,-14,19,2,"a 2 made"
"6022",134,-14,19,2,"h 2 missed"
"6023",134,-14,19,2,"a rebound defensive"
"6024",126,-16,19,2,"a 2 made"
"6025",118,-16,19,2,"h timeOut"
"6026",100,-16,19,2,"h 3 missed"
"6027",100,-16,19,2,"a rebound defensive"
"6028",81,-18,19,2,"a 2 made"
"6029",45,-18,19,2,"h 2 missed"
"6030",45,-18,19,2,"a rebound defensive"
"6031",36,-20,19,2,"a 2 made"
"6032",18,-20,19,2,"a foul"
"6033",18,-20,19,2,"h free throw 1 of 2 missed"
"6034",18,-19,19,2,"h free throw 2 of 2 made"
"6035",18,-19,19,2,"a 3 missed"
"6036",18,-19,19,2,"h rebound defensive"
"6037",18,-19,19,2,"a foul"
"6038",7,-19,19,2,"a foul"
"6039",6,-19,19,2,"h 3 missed"
"6040",3,-19,19,2,"h turnover"
"6041",580,-19,19,3,"a foul"
"6042",580,-19,19,3,"h free throw 1 of 2 missed"
"6043",580,-19,19,3,"h free throw 2 of 2 missed"
"6044",580,-19,19,3,"a rebound defensive"
"6045",555,-21,19,3,"a 2 made"
"6046",547,-19,19,3,"h 2 made"
"6047",533,-19,19,3,"h foul"
"6048",533,-20,19,3,"a free throw 1 of 2 made"
"6049",533,-21,19,3,"a free throw 2 of 2 made"
"6050",530,-21,19,3,"h 3 missed"
"6051",530,-21,19,3,"a rebound defensive"
"6052",522,-21,19,3,"a turnover"
"6053",503,-21,19,3,"h 3 missed"
"6054",503,-21,19,3,"h rebound offensive"
"6055",488,-19,19,3,"h 2 made"
"6056",484,-21,19,3,"a 2 made"
"6057",461,-19,19,3,"h 2 made"
"6058",448,-21,19,3,"a 2 made"
"6059",433,-21,19,3,"h 3 missed"
"6060",433,-21,19,3,"a rebound defensive"
"6061",417,-21,19,3,"a 2 missed"
"6062",417,-21,19,3,"h rebound defensive"
"6063",399,-21,19,3,"h 3 missed"
"6064",399,-21,19,3,"a rebound defensive"
"6065",383,-21,19,3,"h foul"
"6066",383,-22,19,3,"a free throw 1 of 2 made"
"6067",383,-22,19,3,"a free throw 2 of 2 missed"
"6068",383,-22,19,3,"a rebound offensive"
"6069",379,-24,19,3,"a 2 made"
"6070",369,-24,19,3,"h turnover"
"6071",361,-26,19,3,"a 2 made"
"6072",342,-26,19,3,"h 2 missed"
"6073",342,-26,19,3,"a rebound defensive"
"6074",321,-28,19,3,"a 2 made"
"6075",305,-28,19,3,"a foul"
"6076",305,-28,19,3,"h 2 missed"
"6077",305,-28,19,3,"a rebound defensive"
"6078",305,-28,19,3,"a 2 missed"
"6079",305,-28,19,3,"h rebound defensive"
"6080",305,-28,19,3,"h 3 missed"
"6081",305,-28,19,3,"a rebound defensive"
"6082",240,-30,19,3,"a 2 made"
"6083",221,-30,19,3,"h 2 missed"
"6084",221,-30,19,3,"a rebound defensive"
"6085",205,-30,19,3,"a turnover"
"6086",196,-30,19,3,"h 2 missed"
"6087",196,-30,19,3,"a rebound defensive"
"6088",183,-32,19,3,"a 2 made"
"6089",164,-32,19,3,"h turnover"
"6090",161,-32,19,3,"h foul"
"6091",161,-32,19,3,"a free throw 1 of 2 missed"
"6092",161,-33,19,3,"a free throw 2 of 2 made"
"6093",157,-35,19,3,"a 2 made"
"6094",129,-33,19,3,"h 2 made"
"6095",129,-33,19,3,"a foul"
"6096",129,-33,19,3,"h foul"
"6097",129,-32,19,3,"h free throw 1 of 1 made"
"6098",129,-32,19,3,"a turnover"
"6099",129,-30,19,3,"h 2 made"
"6100",126,-30,19,3,"a turnover"
"6101",118,-30,19,3,"a timeOut"
"6102",103,-30,19,3,"h turnover"
"6103",89,-30,19,3,"h foul"
"6104",89,-32,19,3,"a 2 made"
"6105",89,-32,19,3,"h turnover"
"6106",89,-34,19,3,"a 2 made"
"6107",89,-34,19,3,"h 2 missed"
"6108",89,-34,19,3,"a rebound defensive"
"6109",88,-34,19,3,"a turnover"
"6110",80,-31,19,3,"h 3 made"
"6111",76,-31,19,3,"h foul"
"6112",76,-31,19,3,"a free throw 1 of 2 missed"
"6113",76,-32,19,3,"a free throw 2 of 2 made"
"6114",5,-32,19,3,"h turnover"
"6115",587,-34,19,4,"a 2 made"
"6116",580,-34,19,4,"a foul"
"6117",580,-34,19,4,"h free throw 1 of 2 missed"
"6118",580,-33,19,4,"h free throw 2 of 2 made"
"6119",580,-36,19,4,"a 3 made"
"6120",574,-34,19,4,"h 2 made"
"6121",543,-34,19,4,"h foul"
"6122",542,-35,19,4,"a free throw 1 of 2 made"
"6123",542,-35,19,4,"a free throw 2 of 2 missed"
"6124",542,-35,19,4,"h rebound defensive"
"6125",536,-35,19,4,"h turnover"
"6126",536,-35,19,4,"h turnover"
"6127",524,-35,19,4,"h foul"
"6128",507,-37,19,4,"a 2 made"
"6129",497,-37,19,4,"h 3 missed"
"6130",497,-37,19,4,"a rebound defensive"
"6131",482,-37,19,4,"a 3 missed"
"6132",482,-37,19,4,"a rebound offensive"
"6133",478,-37,19,4,"h foul"
"6134",478,-37,19,4,"a free throw 1 of 2 missed"
"6135",478,-37,19,4,"a free throw 2 of 2 missed"
"6136",478,-37,19,4,"a rebound offensive"
"6137",470,-35,19,4,"h 2 made"
"6138",463,-35,19,4,"a 2 missed"
"6139",463,-35,19,4,"h rebound defensive"
"6140",440,-33,19,4,"h 2 made"
"6141",436,-33,19,4,"h foul"
"6142",436,-33,19,4,"a free throw 1 of 2 missed"
"6143",436,-34,19,4,"a free throw 2 of 2 made"
"6144",429,-34,19,4,"h 2 missed"
"6145",429,-34,19,4,"a rebound defensive"
"6146",412,-36,19,4,"a 2 made"
"6147",398,-36,19,4,"h turnover"
"6148",388,-36,19,4,"h foul"
"6149",388,-36,19,4,"a free throw 1 of 2 missed"
"6150",388,-37,19,4,"a free throw 2 of 2 made"
"6151",374,-37,19,4,"a foul"
"6152",374,-37,19,4,"a foul"
"6153",374,-36,19,4,"h free throw 1 of 2 made"
"6154",374,-36,19,4,"h free throw 2 of 2 missed"
"6155",365,-36,19,4,"h 2 missed"
"6156",365,-36,19,4,"a rebound defensive"
"6157",358,-39,19,4,"a 3 made"
"6158",342,-39,19,4,"h turnover"
"6159",335,-41,19,4,"a 2 made"
"6160",327,-41,19,4,"h turnover"
"6161",315,-41,19,4,"a turnover"
"6162",315,-41,19,4,"h foul"
"6163",315,-41,19,4,"a free throw 1 of 2 missed"
"6164",315,-41,19,4,"a free throw 2 of 2 missed"
"6165",315,-41,19,4,"a rebound offensive"
"6166",313,-41,19,4,"a 2 missed"
"6167",313,-41,19,4,"h rebound defensive"
"6168",313,-41,19,4,"h foul"
"6169",313,-41,19,4,"a free throw 1 of 2 missed"
"6170",313,-42,19,4,"a free throw 2 of 2 made"
"6171",313,-40,19,4,"h 2 made"
"6172",306,-37,19,4,"h 3 made"
"6173",290,-37,19,4,"a 3 missed"
"6174",290,-37,19,4,"a rebound offensive"
"6175",277,-39,19,4,"a 2 made"
"6176",277,-39,19,4,"a foul"
"6177",277,-39,19,4,"h foul"
"6178",277,-40,19,4,"a free throw 1 of 1 made"
"6179",277,-40,19,4,"h 2 missed"
"6180",277,-40,19,4,"a rebound defensive"
"6181",267,-42,19,4,"a 2 made"
"6182",257,-44,19,4,"a 2 made"
"6183",249,-44,19,4,"h 3 missed"
"6184",249,-44,19,4,"h rebound offensive"
"6185",245,-42,19,4,"h 2 made"
"6186",240,-42,19,4,"h foul"
"6187",240,-42,19,4,"a free throw 1 of 2 missed"
"6188",240,-43,19,4,"a free throw 2 of 2 made"
"6189",228,-43,19,4,"h 3 missed"
"6190",228,-43,19,4,"a rebound defensive"
"6191",219,-45,19,4,"a 2 made"
"6192",211,-45,19,4,"h 3 missed"
"6193",211,-45,19,4,"a rebound defensive"
"6194",204,-45,19,4,"a 2 missed"
"6195",204,-45,19,4,"h rebound defensive"
"6196",196,-45,19,4,"h 3 missed"
"6197",196,-45,19,4,"a rebound defensive"
"6198",181,-47,19,4,"a 2 made"
"6199",171,-47,19,4,"h 3 missed"
"6200",171,-47,19,4,"h rebound offensive"
"6201",162,-47,19,4,"h 3 missed"
"6202",162,-47,19,4,"h rebound offensive"
"6203",157,-47,19,4,"h 2 missed"
"6204",157,-47,19,4,"a rebound defensive"
"6205",97,-47,19,4,"h foul"
"6206",97,-48,19,4,"a free throw 1 of 2 made"
"6207",97,-48,19,4,"a free throw 2 of 2 missed"
"6208",97,-48,19,4,"a rebound offensive"
"6209",89,-50,19,4,"a 2 made"
"6210",80,-50,19,4,"a foul"
"6211",48,-50,19,4,"a foul"
"6212",48,-50,19,4,"h free throw 1 of 2 missed"
"6213",48,-50,19,4,"h free throw 2 of 2 missed"
"6214",48,-50,19,4,"h rebound offensive"
"6215",33,-48,19,4,"h 2 made"
"6216",14,-48,19,4,"h foul"
"6217",14,-48,19,4,"a free throw 1 of 2 missed"
"6218",14,-49,19,4,"a free throw 2 of 2 made"
"6219",7,-49,19,4,"h 3 missed"
"6220",7,-49,19,4,"h rebound offensive"
"6221",60,-47,19,4,"h 2 made"
"6222",58,-49,19,4,"a 2 made"
"6223",58,-49,19,4,"a foul"
"6224",58,-49,19,4,"h free throw 1 of 2 missed"
"6225",58,-48,19,4,"h free throw 2 of 2 made"
"6226",600,0,20,1,"a jump ball  won"
"6227",583,0,20,1,"a 2 missed"
"6228",583,0,20,1,"h rebound defensive"
"6229",569,0,20,1,"h 2 missed"
"6230",569,0,20,1,"a rebound defensive"
"6231",550,0,20,1,"h foul"
"6232",541,0,20,1,"a 3 missed"
"6233",541,0,20,1,"a rebound offensive"
"6234",534,-2,20,1,"a 2 made"
"6235",520,1,20,1,"h 3 made"
"6236",504,1,20,1,"a 3 missed"
"6237",504,1,20,1,"a rebound offensive"
"6238",495,1,20,1,"h foul"
"6239",495,0,20,1,"a free throw 1 of 2 made"
"6240",495,-1,20,1,"a free throw 2 of 2 made"
"6241",495,2,20,1,"h 3 made"
"6242",495,0,20,1,"a 2 made"
"6243",495,2,20,1,"h 2 made"
"6244",489,2,20,1,"a turnover"
"6245",463,4,20,1,"h 2 made"
"6246",426,4,20,1,"a 2 missed"
"6247",426,4,20,1,"h rebound defensive"
"6248",413,7,20,1,"h 3 made"
"6249",383,7,20,1,"a timeOut"
"6250",373,7,20,1,"a 3 missed"
"6251",373,7,20,1,"h rebound defensive"
"6252",340,7,20,1,"h 2 missed"
"6253",340,7,20,1,"a rebound defensive"
"6254",332,5,20,1,"a 2 made"
"6255",311,5,20,1,"h 3 missed"
"6256",311,5,20,1,"a rebound defensive"
"6257",304,5,20,1,"a turnover"
"6258",304,5,20,1,"a turnover"
"6259",289,5,20,1,"h 3 missed"
"6260",289,5,20,1,"h rebound offensive"
"6261",279,5,20,1,"h 3 missed"
"6262",279,5,20,1,"a rebound defensive"
"6263",273,5,20,1,"a 3 missed"
"6264",273,5,20,1,"h rebound defensive"
"6265",268,5,20,1,"h 2 missed"
"6266",268,5,20,1,"a rebound defensive"
"6267",250,2,20,1,"a 3 made"
"6268",241,2,20,1,"h turnover"
"6269",235,2,20,1,"a 2 missed"
"6270",235,2,20,1,"h rebound defensive"
"6271",218,5,20,1,"h 3 made"
"6272",196,2,20,1,"a 3 made"
"6273",172,2,20,1,"h 2 missed"
"6274",172,2,20,1,"h rebound offensive"
"6275",166,2,20,1,"a foul"
"6276",166,3,20,1,"h free throw 1 of 2 made"
"6277",166,4,20,1,"h free throw 2 of 2 made"
"6278",157,2,20,1,"a 2 made"
"6279",136,5,20,1,"h 3 made"
"6280",125,5,20,1,"a 3 missed"
"6281",125,5,20,1,"h rebound defensive"
"6282",115,5,20,1,"a turnover"
"6283",107,5,20,1,"h turnover"
"6284",95,5,20,1,"a turnover"
"6285",88,5,20,1,"h 3 missed"
"6286",88,5,20,1,"a rebound defensive"
"6287",66,5,20,1,"a 3 missed"
"6288",66,5,20,1,"h rebound defensive"
"6289",51,5,20,1,"h 2 missed"
"6290",51,5,20,1,"a rebound defensive"
"6291",44,5,20,1,"h foul"
"6292",44,4,20,1,"a free throw 1 of 2 made"
"6293",44,4,20,1,"a free throw 2 of 2 missed"
"6294",44,4,20,1,"a rebound offensive"
"6295",34,4,20,1,"h foul"
"6296",34,4,20,1,"h foul"
"6297",34,3,20,1,"a free throw 1 of 2 made"
"6298",34,3,20,1,"a free throw 2 of 2 missed"
"6299",34,3,20,1,"a rebound offensive"
"6300",29,3,20,1,"a 2 missed"
"6301",29,3,20,1,"a rebound offensive"
"6302",24,3,20,1,"h foul"
"6303",24,2,20,1,"a free throw 1 of 2 made"
"6304",24,1,20,1,"a free throw 2 of 2 made"
"6305",17,1,20,1,"h turnover"
"6306",9,1,20,1,"a 3 missed"
"6307",9,1,20,1,"h rebound defensive"
"6308",590,1,20,2,"h 3 missed"
"6309",590,1,20,2,"a rebound defensive"
"6310",573,-1,20,2,"a 2 made"
"6311",553,-1,20,2,"h 2 missed"
"6312",553,-1,20,2,"a rebound defensive"
"6313",545,-1,20,2,"a turnover"
"6314",533,1,20,2,"h 2 made"
"6315",520,1,20,2,"a 3 missed"
"6316",520,1,20,2,"a rebound offensive"
"6317",514,1,20,2,"a 2 missed"
"6318",514,1,20,2,"a rebound offensive"
"6319",508,1,20,2,"h foul"
"6320",508,0,20,2,"a free throw 1 of 2 made"
"6321",508,-1,20,2,"a free throw 2 of 2 made"
"6322",508,-1,20,2,"h turnover"
"6323",508,-1,20,2,"a turnover"
"6324",508,-1,20,2,"h 2 missed"
"6325",508,-1,20,2,"h rebound offensive"
"6326",508,1,20,2,"h 2 made"
"6327",495,1,20,2,"a rebound offensive"
"6328",486,1,20,2,"a 2 missed"
"6329",486,1,20,2,"h rebound defensive"
"6330",477,1,20,2,"h 3 missed"
"6331",477,1,20,2,"a rebound defensive"
"6332",471,-1,20,2,"a 2 made"
"6333",471,-1,20,2,"a foul"
"6334",471,-1,20,2,"h foul"
"6335",471,-2,20,2,"a free throw 1 of 1 made"
"6336",471,-2,20,2,"h 2 missed"
"6337",471,-2,20,2,"a rebound defensive"
"6338",471,-2,20,2,"a turnover"
"6339",463,-2,20,2,"h turnover"
"6340",463,-4,20,2,"a 2 made"
"6341",461,-4,20,2,"h timeOut"
"6342",453,-4,20,2,"h turnover"
"6343",442,-4,20,2,"a 3 missed"
"6344",442,-4,20,2,"a rebound offensive"
"6345",407,-4,20,2,"h foul"
"6346",393,-4,20,2,"a 2 missed"
"6347",393,-4,20,2,"a rebound offensive"
"6348",385,-6,20,2,"a 2 made"
"6349",377,-6,20,2,"a foul"
"6350",361,-3,20,2,"h 3 made"
"6351",344,-6,20,2,"a 3 made"
"6352",322,-6,20,2,"h turnover"
"6353",314,-6,20,2,"a turnover"
"6354",299,-6,20,2,"h 2 missed"
"6355",299,-6,20,2,"a rebound defensive"
"6356",284,-8,20,2,"a 2 made"
"6357",267,-8,20,2,"h turnover"
"6358",261,-8,20,2,"a 2 missed"
"6359",261,-8,20,2,"a rebound offensive"
"6360",256,-10,20,2,"a 2 made"
"6361",179,-10,20,2,"h timeOut"
"6362",179,-10,20,2,"h 3 missed"
"6363",179,-10,20,2,"a rebound defensive"
"6364",171,-10,20,2,"h rebound defensive"
"6365",163,-10,20,2,"a foul"
"6366",153,-10,20,2,"h 3 missed"
"6367",153,-10,20,2,"a rebound defensive"
"6368",137,-12,20,2,"a 2 made"
"6369",118,-12,20,2,"a foul"
"6370",107,-10,20,2,"h 2 made"
"6371",87,-10,20,2,"h foul"
"6372",87,-10,20,2,"h foul"
"6373",87,-11,20,2,"a free throw 1 of 2 made"
"6374",87,-12,20,2,"a free throw 2 of 2 made"
"6375",71,-10,20,2,"h 2 made"
"6376",71,-10,20,2,"a foul"
"6377",71,-10,20,2,"h foul"
"6378",71,-10,20,2,"h free throw 1 of 1 missed"
"6379",71,-10,20,2,"a rebound defensive"
"6380",54,-10,20,2,"a 3 missed"
"6381",54,-10,20,2,"a rebound offensive"
"6382",45,-10,20,2,"a turnover"
"6383",39,-10,20,2,"h turnover"
"6384",30,-12,20,2,"a 2 made"
"6385",26,-12,20,2,"a foul"
"6386",26,-12,20,2,"h free throw 1 of 2 missed"
"6387",26,-11,20,2,"h free throw 2 of 2 made"
"6388",1,-11,20,2,"a 2 missed"
"6389",1,-11,20,2,"h rebound defensive"
"6390",589,-13,20,3,"a 2 made"
"6391",575,-13,20,3,"h 2 missed"
"6392",575,-13,20,3,"a rebound defensive"
"6393",561,-13,20,3,"h rebound defensive"
"6394",551,-11,20,3,"h 2 made"
"6395",527,-11,20,3,"a turnover"
"6396",519,-11,20,3,"h turnover"
"6397",518,-11,20,3,"a turnover"
"6398",499,-11,20,3,"h 2 missed"
"6399",499,-11,20,3,"a rebound defensive"
"6400",487,-11,20,3,"a 3 missed"
"6401",487,-11,20,3,"h rebound defensive"
"6402",480,-11,20,3,"a foul"
"6403",466,-9,20,3,"h 2 made"
"6404",448,-9,20,3,"a 2 missed"
"6405",448,-9,20,3,"h rebound defensive"
"6406",420,-7,20,3,"h 2 made"
"6407",420,-7,20,3,"h foul"
"6408",420,-7,20,3,"a foul"
"6409",417,-6,20,3,"h free throw 1 of 1 made"
"6410",404,-6,20,3,"a turnover"
"6411",397,-3,20,3,"h 3 made"
"6412",375,-5,20,3,"a 2 made"
"6413",359,-2,20,3,"h 3 made"
"6414",334,-2,20,3,"a 2 missed"
"6415",334,-2,20,3,"h rebound defensive"
"6416",314,-2,20,3,"h 3 missed"
"6417",314,-2,20,3,"a rebound defensive"
"6418",299,-2,20,3,"a 3 missed"
"6419",299,-2,20,3,"h rebound defensive"
"6420",287,-2,20,3,"h 3 missed"
"6421",287,-2,20,3,"a rebound defensive"
"6422",278,-4,20,3,"a 2 made"
"6423",258,-4,20,3,"h 2 missed"
"6424",258,-4,20,3,"a rebound defensive"
"6425",237,-4,20,3,"h foul"
"6426",237,-5,20,3,"a free throw 1 of 2 made"
"6427",237,-6,20,3,"a free throw 2 of 2 made"
"6428",216,-6,20,3,"h 2 missed"
"6429",216,-6,20,3,"a rebound defensive"
"6430",207,-9,20,3,"a 3 made"
"6431",201,-9,20,3,"h timeOut"
"6432",181,-9,20,3,"h turnover"
"6433",177,-9,20,3,"h foul"
"6434",176,-11,20,3,"a 2 made"
"6435",176,-11,20,3,"h foul"
"6436",176,-11,20,3,"a foul"
"6437",173,-11,20,3,"a free throw 1 of 1 missed"
"6438",173,-11,20,3,"a rebound offensive"
"6439",171,-11,20,3,"a 2 missed"
"6440",171,-11,20,3,"a rebound offensive"
"6441",164,-11,20,3,"a turnover"
"6442",151,-9,20,3,"h 2 made"
"6443",141,-9,20,3,"h foul"
"6444",128,-11,20,3,"a 2 made"
"6445",110,-11,20,3,"h 3 missed"
"6446",110,-11,20,3,"a rebound defensive"
"6447",103,-11,20,3,"a 2 missed"
"6448",103,-11,20,3,"a rebound offensive"
"6449",95,-11,20,3,"a foul"
"6450",80,-8,20,3,"h 3 made"
"6451",68,-8,20,3,"a 2 missed"
"6452",68,-8,20,3,"h rebound defensive"
"6453",60,-8,20,3,"h 3 missed"
"6454",60,-8,20,3,"a rebound defensive"
"6455",52,-10,20,3,"a 2 made"
"6456",32,-10,20,3,"h 3 missed"
"6457",32,-10,20,3,"h rebound offensive"
"6458",17,-10,20,3,"h turnover"
"6459",5,-10,20,3,"h rebound defensive"
"6460",594,-10,20,4,"h 3 missed"
"6461",594,-10,20,4,"a rebound defensive"
"6462",587,-10,20,4,"a turnover"
"6463",565,-8,20,4,"h 2 made"
"6464",537,-8,20,4,"h foul"
"6465",537,-8,20,4,"a free throw 1 of 2 missed"
