"","seconds","diff","GameID","quarter","event"
"682",155,5,3,1,"a 2 made"
"683",64,5,3,1,"h 2 missed"
"684",64,5,3,1,"a rebound defensive"
"685",52,5,3,1,"a 2 missed"
"686",52,5,3,1,"a rebound offensive"
"687",44,5,3,1,"h rebound defensive"
"688",35,5,3,1,"h turnover"
"689",23,5,3,1,"a turnover"
"690",18,5,3,1,"h 3 missed"
"691",585,5,3,2,"h foul"
"692",578,5,3,2,"a 2 missed"
"693",578,5,3,2,"h rebound defensive"
"694",560,5,3,2,"h 3 missed"
"695",560,5,3,2,"a rebound defensive"
"696",543,5,3,2,"a turnover"
"697",538,7,3,2,"h 2 made"
"698",523,7,3,2,"a 2 missed"
"699",523,7,3,2,"h rebound defensive"
"700",512,7,3,2,"h turnover"
"701",509,4,3,2,"a 3 made"
"702",487,4,3,2,"h 2 missed"
"703",487,4,3,2,"a rebound defensive"
"704",474,4,3,2,"a turnover"
"705",474,4,3,2,"a turnover"
"706",456,7,3,2,"h 3 made"
"707",437,5,3,2,"a 2 made"
"708",426,5,3,2,"a foul"
"709",426,5,3,2,"h 3 missed"
"710",426,5,3,2,"a rebound defensive"
"711",426,5,3,2,"a 3 missed"
"712",426,5,3,2,"h rebound defensive"
"713",424,5,3,2,"a foul"
"714",401,5,3,2,"a foul"
"715",401,5,3,2,"h free throw 1 of 2 missed"
"716",401,6,3,2,"h free throw 2 of 2 made"
"717",383,6,3,2,"a 2 missed"
"718",383,6,3,2,"h rebound defensive"
"719",376,8,3,2,"h 2 made"
"720",361,6,3,2,"a 2 made"
"721",353,6,3,2,"h 3 missed"
"722",353,6,3,2,"a rebound defensive"
"723",338,6,3,2,"a 3 missed"
"724",338,6,3,2,"a rebound offensive"
"725",331,6,3,2,"a 3 missed"
"726",331,6,3,2,"a rebound offensive"
"727",322,6,3,2,"a timeOut"
"728",301,4,3,2,"a 2 made"
"729",283,7,3,2,"h 3 made"
"730",266,7,3,2,"a turnover"
"731",250,10,3,2,"h 3 made"
"732",233,8,3,2,"a 2 made"
"733",217,11,3,2,"h 3 made"
"734",206,11,3,2,"a turnover"
"735",200,13,3,2,"h 2 made"
"736",180,13,3,2,"a 2 missed"
"737",180,13,3,2,"h rebound defensive"
"738",168,16,3,2,"h 3 made"
"739",156,16,3,2,"a turnover"
"740",156,16,3,2,"a turnover"
"741",143,16,3,2,"h 3 missed"
"742",143,16,3,2,"h rebound offensive"
"743",135,18,3,2,"h 2 made"
"744",120,15,3,2,"a 3 made"
"745",110,18,3,2,"h 3 made"
"746",85,15,3,2,"a 3 made"
"747",68,15,3,2,"a foul"
"748",68,16,3,2,"h free throw 1 of 2 made"
"749",68,17,3,2,"h free throw 2 of 2 made"
"750",55,17,3,2,"h foul"
"751",49,17,3,2,"a turnover"
"752",43,19,3,2,"h 2 made"
"753",43,19,3,2,"h foul"
"754",43,19,3,2,"a foul"
"755",33,20,3,2,"h free throw 1 of 1 made"
"756",19,20,3,2,"a 3 missed"
"757",19,20,3,2,"h rebound defensive"
"758",14,20,3,2,"a foul"
"759",14,20,3,2,"h free throw 1 of 2 missed"
"760",14,21,3,2,"h free throw 2 of 2 made"
"761",3,21,3,2,"a turnover"
"762",1,23,3,2,"h 2 made"
"763",588,23,3,3,"h 3 missed"
"764",588,23,3,3,"a rebound defensive"
"765",567,23,3,3,"a 2 missed"
"766",567,23,3,3,"h rebound defensive"
"767",559,23,3,3,"h 3 missed"
"768",559,23,3,3,"a rebound defensive"
"769",546,23,3,3,"h foul"
"770",546,23,3,3,"a 2 missed"
"771",546,23,3,3,"h rebound defensive"
"772",544,23,3,3,"h 3 missed"
"773",544,23,3,3,"h rebound offensive"
"774",534,23,3,3,"a foul"
"775",534,24,3,3,"h free throw 1 of 2 made"
"776",534,25,3,3,"h free throw 2 of 2 made"
"777",513,25,3,3,"a turnover"
"778",503,25,3,3,"a foul"
"779",503,25,3,3,"h 3 missed"
"780",503,25,3,3,"h rebound offensive"
"781",491,25,3,3,"h turnover"
"782",465,25,3,3,"a turnover"
"783",448,25,3,3,"h 3 missed"
"784",448,25,3,3,"a rebound defensive"
"785",436,25,3,3,"a 3 missed"
"786",436,25,3,3,"h rebound defensive"
"787",429,25,3,3,"a foul"
"788",413,28,3,3,"h 3 made"
"789",396,28,3,3,"a 2 missed"
"790",396,28,3,3,"h rebound defensive"
"791",390,28,3,3,"a foul"
"792",377,30,3,3,"h 2 made"
"793",374,30,3,3,"a foul"
"794",374,31,3,3,"h free throw 1 of 1 made"
"795",366,31,3,3,"a turnover"
"796",358,33,3,3,"h 2 made"
"797",358,33,3,3,"a foul"
"798",358,33,3,3,"h foul"
"799",358,34,3,3,"h free throw 1 of 1 made"
"800",345,34,3,3,"a 3 missed"
"801",345,34,3,3,"h rebound defensive"
"802",335,36,3,3,"h 2 made"
"803",321,36,3,3,"a turnover"
"804",312,38,3,3,"h 2 made"
"805",312,38,3,3,"a timeOut"
"806",289,38,3,3,"a 2 missed"
"807",289,38,3,3,"h rebound defensive"
"808",278,38,3,3,"h turnover"
"809",277,36,3,3,"a 2 made"
"810",259,36,3,3,"a foul"
"811",259,37,3,3,"h free throw 1 of 2 made"
"812",259,37,3,3,"h free throw 2 of 2 missed"
"813",259,37,3,3,"a rebound defensive"
"814",244,37,3,3,"a 2 missed"
"815",244,37,3,3,"a rebound offensive"
"816",237,37,3,3,"a 3 missed"
"817",237,37,3,3,"h rebound defensive"
"818",232,39,3,3,"h 2 made"
"819",207,39,3,3,"a 2 missed"
"820",207,39,3,3,"h rebound defensive"
"821",187,39,3,3,"a rebound defensive"
"822",165,39,3,3,"a turnover"
"823",153,39,3,3,"a foul"
"824",153,40,3,3,"h free throw 1 of 2 made"
"825",153,41,3,3,"h free throw 2 of 2 made"
"826",139,41,3,3,"a turnover"
"827",132,41,3,3,"h 3 missed"
"828",132,41,3,3,"h rebound offensive"
"829",132,41,3,3,"h foul"
"830",129,41,3,3,"a turnover"
"831",124,41,3,3,"a foul"
"832",124,41,3,3,"h free throw 1 of 2 missed"
"833",124,42,3,3,"h free throw 2 of 2 made"
"834",108,42,3,3,"a 2 missed"
"835",108,42,3,3,"h rebound defensive"
"836",99,42,3,3,"a foul"
"837",99,43,3,3,"h free throw 1 of 2 made"
"838",99,44,3,3,"h free throw 2 of 2 made"
"839",86,44,3,3,"a turnover"
"840",66,44,3,3,"h 3 missed"
"841",66,44,3,3,"a rebound defensive"
"842",59,44,3,3,"h foul"
"843",59,43,3,3,"a free throw 1 of 2 made"
"844",59,43,3,3,"a free throw 2 of 2 missed"
"845",59,43,3,3,"h rebound defensive"
"846",42,43,3,3,"h 3 missed"
"847",42,43,3,3,"a rebound defensive"
"848",21,43,3,3,"a 2 missed"
"849",21,43,3,3,"h rebound defensive"
"850",7,43,3,3,"h 2 missed"
"851",600,43,3,4,"h turnover"
"852",586,41,3,4,"a 2 made"
"853",574,41,3,4,"h turnover"
"854",570,41,3,4,"a turnover"
"855",553,41,3,4,"h 3 missed"
"856",553,41,3,4,"a rebound defensive"
"857",535,41,3,4,"a 3 missed"
"858",535,41,3,4,"h rebound defensive"
"859",514,41,3,4,"h 2 missed"
"860",514,41,3,4,"a rebound defensive"
"861",498,41,3,4,"a 2 missed"
"862",498,41,3,4,"a rebound offensive"
"863",486,39,3,4,"a 2 made"
"864",480,39,3,4,"h 2 missed"
"865",480,39,3,4,"h rebound offensive"
"866",475,41,3,4,"h 2 made"
"867",465,41,3,4,"h foul"
"868",436,39,3,4,"a 2 made"
"869",425,39,3,4,"a foul"
"870",425,39,3,4,"h free throw 1 of 2 missed"
"871",425,39,3,4,"h free throw 2 of 2 missed"
"872",425,39,3,4,"h rebound offensive"
"873",411,41,3,4,"h 2 made"
"874",411,41,3,4,"a foul"
"875",411,41,3,4,"h foul"
"876",411,42,3,4,"h free throw 1 of 1 made"
"877",387,42,3,4,"a 2 missed"
"878",387,42,3,4,"h rebound defensive"
"879",383,42,3,4,"a foul"
"880",372,42,3,4,"h free throw 1 of 2 missed"
"881",372,42,3,4,"h free throw 2 of 2 missed"
"882",372,42,3,4,"a foul"
"883",372,42,3,4,"h free throw 1 of 2 missed"
"884",372,43,3,4,"h free throw 2 of 2 made"
"885",372,43,3,4,"a foul"
"886",372,44,3,4,"h free throw 1 of 2 made"
"887",372,45,3,4,"h free throw 2 of 2 made"
"888",372,45,3,4,"a 2 missed"
"889",372,45,3,4,"h rebound defensive"
"890",372,48,3,4,"h 3 made"
"891",372,48,3,4,"a rebound offensive"
"892",362,48,3,4,"a turnover"
"893",362,48,3,4,"a turnover"
"894",362,48,3,4,"h timeOut"
"895",344,48,3,4,"h 2 missed"
"896",344,48,3,4,"h rebound offensive"
"897",333,51,3,4,"h 3 made"
"898",315,49,3,4,"a 2 made"
"899",301,49,3,4,"h turnover"
"900",301,49,3,4,"h turnover"
"901",288,49,3,4,"a 3 missed"
"902",288,49,3,4,"a rebound offensive"
"903",282,49,3,4,"a 3 missed"
"904",282,49,3,4,"h rebound defensive"
"905",268,49,3,4,"h 2 missed"
"906",268,49,3,4,"a rebound defensive"
"907",251,46,3,4,"a 3 made"
"908",234,48,3,4,"h 2 made"
"909",213,45,3,4,"a 3 made"
"910",191,45,3,4,"h 3 missed"
"911",191,45,3,4,"a rebound defensive"
"912",180,43,3,4,"a 2 made"
"913",158,45,3,4,"h 2 made"
"914",147,45,3,4,"h foul"
"915",147,44,3,4,"a free throw 1 of 2 made"
"916",147,44,3,4,"a free throw 2 of 2 missed"
"917",147,44,3,4,"h rebound defensive"
"918",139,46,3,4,"h 2 made"
"919",117,44,3,4,"a 2 made"
"920",108,44,3,4,"h 2 missed"
"921",108,44,3,4,"a rebound defensive"
"922",93,44,3,4,"a 2 missed"
"923",93,44,3,4,"h rebound defensive"
"924",87,46,3,4,"h 2 made"
"925",87,46,3,4,"h foul"
"926",87,46,3,4,"a foul"
"927",83,47,3,4,"h free throw 1 of 1 made"
"928",81,47,3,4,"a turnover"
"929",10,47,3,4,"h 3 missed"
"930",10,47,3,4,"a rebound defensive"
"931",10,47,3,4,"h foul"
"932",600,0,4,1,"h jump ball  won"
"933",588,0,4,1,"h 2 missed"
"934",588,0,4,1,"a rebound defensive"
"935",565,-3,4,1,"a 3 made"
"936",545,-3,4,1,"h turnover"
"937",540,-5,4,1,"a 2 made"
"938",528,-5,4,1,"h 2 missed"
"939",528,-5,4,1,"a rebound defensive"
"940",524,-5,4,1,"a turnover"
"941",508,-5,4,1,"h turnover"
"942",498,-5,4,1,"a 3 missed"
"943",498,-5,4,1,"h rebound defensive"
"944",493,-3,4,1,"h 2 made"
"945",484,-3,4,1,"a turnover"
"946",467,-3,4,1,"h 3 missed"
"947",467,-3,4,1,"a rebound defensive"
"948",460,-5,4,1,"a 2 made"
"949",449,-2,4,1,"h 3 made"
"950",430,-2,4,1,"h foul"
"951",419,-2,4,1,"a 3 missed"
"952",419,-2,4,1,"h rebound defensive"
"953",410,0,4,1,"h 2 made"
"954",394,0,4,1,"a turnover"
"955",379,3,4,1,"h 3 made"
"956",364,3,4,1,"h foul"
"957",351,3,4,1,"a 2 missed"
"958",351,3,4,1,"h rebound defensive"
"959",340,5,4,1,"h 2 made"
"960",317,3,4,1,"a 2 made"
"961",311,3,4,1,"a foul"
"962",311,3,4,1,"h free throw 1 of 2 missed"
"963",311,4,4,1,"h free throw 2 of 2 made"
"964",290,4,4,1,"a 3 missed"
"965",290,4,4,1,"a rebound offensive"
"966",290,4,4,1,"a turnover"
"967",272,6,4,1,"h 2 made"
"968",258,6,4,1,"h foul"
"969",258,5,4,1,"a free throw 1 of 2 made"
"970",258,4,4,1,"a free throw 2 of 2 made"
"971",249,4,4,1,"h turnover"
"972",249,4,4,1,"h foul"
"973",241,4,4,1,"a 3 missed"
"974",241,4,4,1,"a rebound offensive"
"975",231,4,4,1,"a 2 missed"
"976",231,4,4,1,"h rebound defensive"
"977",227,4,4,1,"a foul"
"978",214,4,4,1,"h 2 missed"
"979",214,4,4,1,"a rebound defensive"
"980",208,4,4,1,"a turnover"
"981",199,6,4,1,"h 2 made"
"982",186,6,4,1,"a 3 missed"
"983",186,6,4,1,"h rebound defensive"
"984",182,6,4,1,"a foul"
"985",182,6,4,1,"h free throw 1 of 2 missed"
"986",182,7,4,1,"h free throw 2 of 2 made"
"987",166,7,4,1,"a 3 missed"
"988",166,7,4,1,"h rebound defensive"
"989",151,7,4,1,"h 3 missed"
"990",151,7,4,1,"h rebound offensive"
"991",143,9,4,1,"h 2 made"
"992",124,9,4,1,"a 3 missed"
"993",124,9,4,1,"h rebound defensive"
"994",103,12,4,1,"h 3 made"
"995",98,12,4,1,"a timeOut"
"996",70,12,4,1,"a 3 missed"
"997",70,12,4,1,"h rebound defensive"
"998",55,12,4,1,"h 2 missed"
"999",55,12,4,1,"a rebound defensive"
"1000",49,10,4,1,"a 2 made"
"1001",25,10,4,1,"h 2 missed"
"1002",25,10,4,1,"a rebound defensive"
"1003",20,8,4,1,"a 2 made"
"1004",20,8,4,1,"h foul"
"1005",20,8,4,1,"a foul"
"1006",20,8,4,1,"a free throw 1 of 1 missed"
"1007",20,8,4,1,"a rebound offensive"
"1008",14,8,4,1,"h foul"
"1009",14,7,4,1,"a free throw 1 of 2 made"
"1010",14,7,4,1,"a free throw 2 of 2 missed"
"1011",14,7,4,1,"h rebound defensive"
"1012",2,10,4,1,"h 3 made"
"1013",586,10,4,2,"a turnover"
"1014",568,10,4,2,"h 3 missed"
"1015",568,10,4,2,"a rebound defensive"
"1016",552,8,4,2,"a 2 made"
"1017",540,8,4,2,"h turnover"
"1018",526,8,4,2,"a 2 missed"
"1019",526,8,4,2,"h rebound defensive"
"1020",510,8,4,2,"h 2 missed"
"1021",510,8,4,2,"h rebound offensive"
"1022",501,11,4,2,"h 3 made"
"1023",476,11,4,2,"a 2 missed"
"1024",476,11,4,2,"h rebound defensive"
"1025",463,14,4,2,"h 3 made"
"1026",445,14,4,2,"a turnover"
"1027",445,14,4,2,"a turnover"
"1028",424,14,4,2,"h 3 missed"
"1029",424,14,4,2,"h rebound offensive"
"1030",417,16,4,2,"h 2 made"
"1031",405,16,4,2,"a turnover"
"1032",396,18,4,2,"h 2 made"
"1033",380,18,4,2,"a 3 missed"
"1034",380,18,4,2,"a rebound offensive"
"1035",378,18,4,2,"a 3 missed"
"1036",378,18,4,2,"a rebound offensive"
"1037",355,18,4,2,"a 2 missed"
"1038",355,18,4,2,"a rebound offensive"
"1039",345,18,4,2,"a turnover"
"1040",339,20,4,2,"h 2 made"
"1041",331,20,4,2,"h foul"
"1042",325,20,4,2,"h foul"
"1043",317,20,4,2,"a turnover"
"1044",292,23,4,2,"h 3 made"
"1045",282,23,4,2,"h foul"
"1046",276,23,4,2,"a 3 missed"
"1047",276,23,4,2,"h rebound defensive"
"1048",258,23,4,2,"h 3 missed"
"1049",258,23,4,2,"a rebound defensive"
"1050",232,23,4,2,"a 3 missed"
"1051",232,23,4,2,"h rebound defensive"
"1052",226,25,4,2,"h 2 made"
"1053",206,25,4,2,"a turnover"
"1054",194,28,4,2,"h 3 made"
"1055",176,26,4,2,"a 2 made"
"1056",161,26,4,2,"h turnover"
"1057",161,24,4,2,"a 2 made"
"1058",161,24,4,2,"h timeOut"
"1059",136,24,4,2,"h turnover"
"1060",122,24,4,2,"h foul"
"1061",118,24,4,2,"a 3 missed"
"1062",118,24,4,2,"h rebound defensive"
"1063",118,24,4,2,"a foul"
"1064",118,24,4,2,"h free throw 1 of 1 missed"
"1065",98,24,4,2,"h turnover"
"1066",98,24,4,2,"h turnover"
"1067",78,24,4,2,"h foul"
"1068",78,23,4,2,"a free throw 1 of 2 made"
"1069",78,22,4,2,"a free throw 2 of 2 made"
"1070",50,22,4,2,"h turnover"
"1071",45,22,4,2,"a turnover"
"1072",30,22,4,2,"h 3 missed"
"1073",30,22,4,2,"h rebound offensive"
"1074",22,22,4,2,"a foul"
"1075",22,22,4,2,"h 3 missed"
"1076",22,22,4,2,"h rebound offensive"
"1077",12,22,4,2,"h 2 missed"
"1078",12,22,4,2,"h rebound offensive"
"1079",7,24,4,2,"h 2 made"
"1080",580,24,4,3,"a turnover"
"1081",570,24,4,3,"a foul"
"1082",570,25,4,3,"h free throw 1 of 2 made"
"1083",570,25,4,3,"h free throw 2 of 2 missed"
"1084",570,25,4,3,"a rebound defensive"
"1085",561,25,4,3,"a 3 missed"
"1086",561,25,4,3,"h rebound defensive"
"1087",536,25,4,3,"h 3 missed"
"1088",536,25,4,3,"h rebound offensive"
"1089",533,25,4,3,"h 2 missed"
"1090",533,25,4,3,"h rebound offensive"
"1091",533,27,4,3,"h 2 made"
"1092",531,25,4,3,"a 2 made"
"1093",519,25,4,3,"h turnover"
"1094",508,28,4,3,"h 3 made"
"1095",497,28,4,3,"a 2 missed"
"1096",497,28,4,3,"h rebound defensive"
"1097",492,28,4,3,"h 3 missed"
"1098",492,28,4,3,"a rebound defensive"
"1099",480,26,4,3,"a 2 made"
"1100",468,26,4,3,"h turnover"
"1101",450,23,4,3,"a 3 made"
"1102",422,23,4,3,"h 2 missed"
"1103",422,23,4,3,"h rebound offensive"
"1104",422,23,4,3,"h 2 missed"
"1105",422,23,4,3,"h rebound offensive"
"1106",422,23,4,3,"h 2 missed"
"1107",422,23,4,3,"h rebound offensive"
"1108",422,23,4,3,"h 3 missed"
"1109",422,23,4,3,"a rebound defensive"
"1110",393,23,4,3,"h foul"
"1111",393,22,4,3,"a free throw 1 of 2 made"
"1112",393,21,4,3,"a free throw 2 of 2 made"
"1113",371,21,4,3,"h 3 missed"
"1114",371,21,4,3,"a rebound defensive"
"1115",361,21,4,3,"a turnover"
"1116",356,23,4,3,"h 2 made"
"1117",349,23,4,3,"a 3 missed"
"1118",349,23,4,3,"a rebound offensive"
"1119",339,23,4,3,"a 2 missed"
"1120",339,23,4,3,"h rebound defensive"
"1121",339,23,4,3,"a foul"
"1122",339,23,4,3,"h free throw 1 of 1 missed"
"1123",324,23,4,3,"h 2 missed"
"1124",324,23,4,3,"h rebound offensive"
"1125",324,23,4,3,"a foul"
"1126",324,25,4,3,"h 2 made"
"1127",324,25,4,3,"a foul"
"1128",324,26,4,3,"h free throw 1 of 1 made"
"1129",315,26,4,3,"a turnover"
"1130",298,26,4,3,"h turnover"
"1131",292,26,4,3,"a 3 missed"
"1132",292,26,4,3,"h rebound defensive"
"1133",268,29,4,3,"h 3 made"
"1134",250,29,4,3,"a 2 missed"
"1135",250,29,4,3,"a rebound offensive"
"1136",241,29,4,3,"a 2 missed"
"1137",241,29,4,3,"h rebound defensive"
"1138",239,29,4,3,"h 3 missed"
"1139",239,29,4,3,"a rebound defensive"
"1140",230,26,4,3,"a 3 made"
"1141",213,26,4,3,"h 3 missed"
"1142",213,26,4,3,"h rebound offensive"
"1143",201,26,4,3,"h turnover"
"1144",201,26,4,3,"a timeOut"
"1145",189,26,4,3,"h foul"
"1146",189,25,4,3,"a free throw 1 of 2 made"
"1147",189,24,4,3,"a free throw 2 of 2 made"
"1148",172,24,4,3,"h turnover"
"1149",166,24,4,3,"a turnover"
"1150",163,24,4,3,"h 2 missed"
"1151",163,24,4,3,"a rebound defensive"
"1152",163,24,4,3,"h foul"
"1153",155,24,4,3,"a 2 missed"
"1154",155,24,4,3,"a rebound offensive"
"1155",148,24,4,3,"a turnover"
"1156",138,24,4,3,"h 3 missed"
"1157",138,24,4,3,"a rebound defensive"
"1158",130,22,4,3,"a 2 made"
"1159",111,24,4,3,"h 2 made"
"1160",86,24,4,3,"a turnover"
"1161",80,26,4,3,"h 2 made"
"1162",72,26,4,3,"a 2 missed"
"1163",72,26,4,3,"a rebound offensive"
"1164",72,26,4,3,"h foul"
"1165",72,25,4,3,"a free throw 1 of 2 made"
"1166",72,25,4,3,"a free throw 2 of 2 missed"
"1167",72,25,4,3,"h rebound defensive"
"1168",54,27,4,3,"h 2 made"
"1169",39,27,4,3,"a 2 missed"
"1170",39,27,4,3,"h rebound defensive"
"1171",30,27,4,3,"h 3 missed"
"1172",30,27,4,3,"a rebound defensive"
"1173",594,27,4,4,"h turnover"
"1174",571,27,4,4,"a 3 missed"
"1175",571,27,4,4,"h rebound defensive"
"1176",562,27,4,4,"h 3 missed"
"1177",562,27,4,4,"a rebound defensive"
"1178",544,27,4,4,"a 3 missed"
"1179",544,27,4,4,"h rebound defensive"
"1180",533,27,4,4,"h 3 missed"
"1181",533,27,4,4,"a rebound defensive"
"1182",509,27,4,4,"a turnover"
"1183",494,27,4,4,"h turnover"
"1184",489,25,4,4,"a 2 made"
"1185",478,25,4,4,"a foul"
"1186",463,25,4,4,"h 2 missed"
"1187",463,25,4,4,"a rebound defensive"
"1188",444,25,4,4,"a turnover"
"1189",437,27,4,4,"h 2 made"
"1190",429,27,4,4,"h foul"
"1191",416,27,4,4,"h foul"
"1192",416,26,4,4,"a free throw 1 of 2 made"
"1193",416,25,4,4,"a free throw 2 of 2 made"
"1194",395,28,4,4,"h 3 made"
"1195",385,26,4,4,"a 2 made"
"1196",369,28,4,4,"h 2 made"
"1197",354,28,4,4,"h foul"
"1198",334,28,4,4,"a 2 missed"
"1199",334,28,4,4,"a rebound offensive"
"1200",325,28,4,4,"a 2 missed"
"1201",325,28,4,4,"a rebound offensive"
"1202",323,26,4,4,"a 2 made"
"1203",318,26,4,4,"a foul"
"1204",305,29,4,4,"h 3 made"
"1205",289,27,4,4,"a 2 made"
"1206",271,27,4,4,"h 2 missed"
"1207",271,27,4,4,"h rebound offensive"
"1208",265,29,4,4,"h 2 made"
"1209",254,29,4,4,"a 3 missed"
"1210",254,29,4,4,"h rebound defensive"
"1211",244,29,4,4,"a foul"
"1212",228,29,4,4,"h 3 missed"
"1213",228,29,4,4,"a rebound defensive"
"1214",211,29,4,4,"a 2 missed"
"1215",211,29,4,4,"h rebound defensive"
"1216",202,29,4,4,"h 3 missed"
"1217",202,29,4,4,"h rebound offensive"
"1218",195,29,4,4,"h turnover"
"1219",175,29,4,4,"a 2 missed"
"1220",175,29,4,4,"h rebound defensive"
"1221",164,29,4,4,"a rebound defensive"
"1222",145,29,4,4,"a 2 missed"
"1223",145,29,4,4,"h rebound defensive"
"1224",134,29,4,4,"h turnover"
"1225",121,29,4,4,"a turnover"
"1226",94,29,4,4,"h 2 missed"
"1227",94,29,4,4,"h rebound offensive"
"1228",94,29,4,4,"h turnover"
"1229",81,29,4,4,"a turnover"
"1230",64,29,4,4,"h 3 missed"
"1231",64,29,4,4,"a rebound defensive"
"1232",53,29,4,4,"a 3 missed"
"1233",53,29,4,4,"h rebound defensive"
"1234",48,29,4,4,"h 2 missed"
"1235",48,29,4,4,"h rebound offensive"
"1236",43,29,4,4,"h 2 missed"
"1237",43,29,4,4,"a rebound defensive"
"1238",32,29,4,4,"a turnover"
"1239",19,32,4,4,"h 3 made"
"1240",3,32,4,4,"a 2 missed"
"1241",3,32,4,4,"h rebound defensive"
"1242",600,0,5,1,"h jump ball  won"
"1243",582,2,5,1,"h 2 made"
"1244",571,0,5,1,"a 2 made"
"1245",558,0,5,1,"a foul"
"1246",558,2,5,1,"h 2 made"
"1247",558,2,5,1,"a 3 missed"
"1248",558,2,5,1,"a rebound offensive"
"1249",558,2,5,1,"a 2 missed"
"1250",558,2,5,1,"a rebound offensive"
"1251",558,0,5,1,"a 2 made"
"1252",558,2,5,1,"h 2 made"
"1253",558,0,5,1,"a 2 made"
"1254",558,0,5,1,"a foul"
"1255",558,0,5,1,"h free throw 1 of 2 missed"
"1256",558,1,5,1,"h free throw 2 of 2 made"
"1257",558,1,5,1,"a 3 missed"
"1258",558,1,5,1,"a rebound offensive"
"1259",558,-2,5,1,"a 3 made"
"1260",558,-2,5,1,"a foul"
"1261",534,-2,5,1,"a foul"
"1262",534,-2,5,1,"h free throw 1 of 2 missed"
"1263",534,-1,5,1,"h free throw 2 of 2 made"
"1264",534,-1,5,1,"a 2 missed"
"1265",534,-1,5,1,"h rebound defensive"
"1266",534,2,5,1,"h 3 made"
"1267",534,2,5,1,"a turnover"
"1268",529,2,5,1,"a foul"
"1269",529,3,5,1,"h free throw 1 of 2 made"
"1270",529,3,5,1,"h free throw 2 of 2 missed"
"1271",529,3,5,1,"h rebound offensive"
"1272",447,3,5,1,"h foul"
"1273",447,2,5,1,"a free throw 1 of 2 made"
"1274",447,1,5,1,"a free throw 2 of 2 made"
"1275",443,1,5,1,"h 3 missed"
"1276",443,1,5,1,"a rebound defensive"
"1277",430,1,5,1,"a 3 missed"
"1278",430,1,5,1,"a rebound offensive"
"1279",422,-1,5,1,"a 2 made"
"1280",401,-1,5,1,"h turnover"
"1281",394,-1,5,1,"a 3 missed"
"1282",394,-1,5,1,"h rebound defensive"
"1283",388,1,5,1,"h 2 made"
"1284",374,-1,5,1,"a 2 made"
"1285",355,-1,5,1,"h 3 missed"
"1286",355,-1,5,1,"a rebound defensive"
"1287",346,-3,5,1,"a 2 made"
"1288",332,-1,5,1,"h 2 made"
"1289",313,-1,5,1,"h foul"
"1290",313,-2,5,1,"a free throw 1 of 2 made"
"1291",313,-3,5,1,"a free throw 2 of 2 made"
"1292",278,-3,5,1,"h 2 missed"
"1293",278,-3,5,1,"a rebound defensive"
"1294",269,-5,5,1,"a 2 made"
"1295",252,-5,5,1,"h 3 missed"
"1296",252,-5,5,1,"h rebound offensive"
"1297",235,-2,5,1,"h 3 made"
"1298",234,-2,5,1,"a foul"
"1299",234,-1,5,1,"h free throw 1 of 2 made"
"1300",234,0,5,1,"h free throw 2 of 2 made"
"1301",234,0,5,1,"h 2 missed"
"1302",234,0,5,1,"h rebound offensive"
"1303",234,2,5,1,"h 2 made"
"1304",231,0,5,1,"a 2 made"
"1305",231,0,5,1,"h foul"
"1306",231,0,5,1,"a foul"
"1307",220,0,5,1,"a free throw 1 of 1 missed"
"1308",220,0,5,1,"h rebound defensive"
"1309",198,0,5,1,"h 3 missed"
"1310",198,0,5,1,"a rebound defensive"
"1311",188,0,5,1,"a 2 missed"
"1312",188,0,5,1,"h rebound defensive"
"1313",180,0,5,1,"h 2 missed"
"1314",180,0,5,1,"a rebound defensive"
"1315",173,0,5,1,"a 2 missed"
"1316",173,0,5,1,"h rebound defensive"
"1317",160,0,5,1,"a foul"
"1318",160,0,5,1,"h free throw 1 of 2 missed"
"1319",160,1,5,1,"h free throw 2 of 2 made"
"1320",160,1,5,1,"a 2 missed"
"1321",160,1,5,1,"a rebound offensive"
"1322",160,-1,5,1,"a 2 made"
"1323",160,-1,5,1,"h 2 missed"
"1324",160,-1,5,1,"a rebound defensive"
"1325",160,-1,5,1,"a 2 missed"
"1326",160,-1,5,1,"h rebound defensive"
"1327",160,2,5,1,"h 3 made"
"1328",160,0,5,1,"a 2 made"
"1329",160,-2,5,1,"a 2 made"
"1330",160,0,5,1,"h 2 made"
"1331",160,0,5,1,"a 2 missed"
"1332",160,0,5,1,"h rebound defensive"
"1333",159,2,5,1,"h 2 made"
"1334",159,2,5,1,"a foul"
"1335",159,2,5,1,"h foul"
"1336",152,3,5,1,"h free throw 1 of 1 made"
"1337",15,3,5,1,"a 3 missed"
"1338",15,3,5,1,"h rebound defensive"
"1339",585,3,5,2,"h 2 missed"
"1340",585,3,5,2,"a rebound defensive"
"1341",571,0,5,2,"a 3 made"
"1342",550,0,5,2,"a foul"
"1343",550,1,5,2,"h free throw 1 of 2 made"
"1344",550,1,5,2,"h free throw 2 of 2 missed"
"1345",550,1,5,2,"h rebound offensive"
"1346",535,1,5,2,"h 2 missed"
"1347",535,1,5,2,"h rebound offensive"
"1348",535,3,5,2,"h 2 made"
"1349",535,3,5,2,"a foul"
"1350",535,3,5,2,"h free throw 1 of 2 missed"
"1351",535,4,5,2,"h free throw 2 of 2 made"
"1352",535,4,5,2,"a turnover"
"1353",535,6,5,2,"h 2 made"
